,31553746,31555561,969939118,969948921,969948925,6989477,204345954,31557528,31556371,31556696,31556463,31556529,31556616,270279264,292031477,31577889,941658784,941658785,263003895,675888211,31795090,31795879,321775870,552580195,666402942,271403973,31528158,31579349,31820764,31856156,31796415,966639189,966639190,31797869,679932345,779799288
0,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,0.0,0.05,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,0.0,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,0.038868626205552,0.011131373794448,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,0.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,0.0,0.05,,0.0,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,0.0,0.05,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,0.0,0.0,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,
11,,0.0,0.0,,,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,0.0,0.0,,,0.05,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,0.0,0.05,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
14,,0.0,0.0,,,0.0,0.05,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,
15,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,0.05,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,0.05,0.0,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.05,0.0,0.0,,,,,,,,,,,
20,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,0.0,0.0,0.0,,,,,,,,
21,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,0.0,0.0,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05,,,,,,
23,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.05,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,
24,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.05,0.0,0.0,0.0,,
25,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,0.05,0.0,0.0,,,
26,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,0.05,0.0,0.0,,,
27,,,,,,,,,,,,,,,,,0.0,0.05,,,,,,,,,,,0.0,,0.0,,,,,
28,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.05,0.0,,,,,,0.0,0.0,0.0,,,
29,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.05,0.0,,,,,,0.0,0.0,0.0,0.0,,
30,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.05,0.0,0.0,0.0,,
31,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.05,,,,,,0.0,0.0,0.0,0.0,,
32,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.05,0.0,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05
